Unnamed: 0,sha,message,comment_count,date,total_deletions,total_additions,total,comments,additions,deletions,changes,status,filenames,name,fullname,private,fork,size,watchers_count,language,has_issues,has_downloads,has_wiki,forks_count,open_issues_count,forks,open_issues,watchers,network_count,type,admin,push,pull,label,owner,total_files
168,05358904bfa4e1fd29d0b888e07fc401d670a922,Re-document,0,2013-08-14T18:31:16Z,3,5,8,[],[5],[3],[8],[u'modified'],[u'man/sliderInput.Rd'],shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,1
169,1a6901c3e31dd24b07950baaf366146e797dd937,Document range slider,0,2013-08-14T18:25:42Z,2,4,6,[],[4],[2],[6],[u'modified'],[u'R/bootstrap.R'],shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,1
170,83c10eb221f4b79c8704055cc5f2e301c58bd84f,Fix variable naming in Negative Binomial distribution. (Marcial),0,2011-10-25T15:12:37Z,0,5,5,[],[5],[0],[5],[u'modified'],[u'CHANGES'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
171,4bdd8b87fad8f1c447827dcd50f9e113f46460b4,Update CHANGES.,0,2011-07-19T22:47:03Z,2,7,9,[],[7],[2],[9],[u'modified'],[u'CHANGES'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
172,d5b09d695bcbd74276e805e8274bb1b7de308811,Draft of next release,0,2011-11-23T02:05:41Z,6,52,58,[],"[2, 0, 49, 1]","[2, 0, 1, 3]","[4, 0, 50, 4]","[u'modified', u'renamed', u'modified', u'modified']","[u'DESCRIPTION', u'ProjectTemplate_0.4-1.tar.gz', u'R/load.project.R', u'TODO.markdown']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,4
173,25af65dd124370df75815419c8c1f8f4071abf23,Revised documentation to dontrun,0,2011-11-23T02:04:05Z,91,91,182,[],"[1, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[1, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[2, 12, 2, 4, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 2, 2, 2, 4, 2, 4, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 6, 2, 12, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2]","[u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified']","[u'R/arff.reader.R', u'R/cache.R', u'R/cache.name.R', u'R/cache.project.R', u'R/clean.variable.name.R', u'R/create.project.R', u'R/csv.reader.R', u'R/db.reader.R', u'R/dbf.reader.R', u'R/epiinfo.reader.R', u'R/file.reader.R', u'R/help.R', u'R/mp3.reader.R', u'R/mtp.reader.R', u'R/octave.reader.R', u'R/ppm.reader.R', u'R/r.reader.R', u'R/rdata.reader.R', u'R/reload.project.R', u'R/run.project.R', u'R/show.project.R', u'R/spss.reader.R', u'R/sql.reader.R', u'R/stata.reader.R', u'R/stub.tests.R', u'R/systat.reader.R', u'R/test.project.R', u'R/translate.dcf.R', u'R/tsv.reader.R', u'R/url.reader.R', u'R/wsv.reader.R', u'R/xls.reader.R', u'R/xlsx.reader.R', u'R/xport.reader.R', u'man/ProjectTemplate.Rd', u'man/arff.reader.Rd', u'man/cache.Rd', u'man/cache.name.Rd', u'man/cache.project.Rd', u'man/clean.variable.name.Rd', u'man/create.project.Rd', u'man/csv.reader.Rd', u'man/db.reader.Rd', u'man/dbf.reader.Rd', u'man/epiinfo.reader.Rd', u'man/file.reader.Rd', u'man/load.project.Rd', u'man/mp3.reader.Rd', u'man/mtp.reader.Rd', u'man/octave.reader.Rd', u'man/ppm.reader.Rd', u'man/r.reader.Rd', u'man/rdata.reader.Rd', u'man/reload.project.Rd', u'man/run.project.Rd', u'man/show.project.Rd', u'man/spss.reader.Rd', u'man/sql.reader.Rd', u'man/stata.reader.Rd', u'man/stub.tests.Rd', u'man/systat.reader.Rd', u'man/test.project.Rd', u'man/translate.dcf.Rd', u'man/tsv.reader.Rd', u'man/url.reader.Rd', u'man/wsv.reader.Rd', u'man/xls.reader.Rd', u'man/xlsx.reader.Rd', u'man/xport.reader.Rd']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,69
174,7db8be7917476b62992c737ac0103d97aa2fc8b7,pulling in some simple code fixes suggested towards XCode 4.2 support,0,2011-12-11T00:27:30Z,13,11,24,[],"[1, 1, 2, 2, 1, 1, 3]","[5, 1, 2, 0, 1, 1, 3]","[6, 2, 4, 2, 2, 2, 6]","[u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified']","[u'neo/framework/BuildDefines.h', u'neo/idlib/containers/VectorSet.h', u'neo/idlib/math/Curve.h', u'neo/idlib/math/Math.h', u'neo/idlib/math/Simd_AltiVec.h', u'neo/sound/snd_system.cpp', u'neo/sys/osx/DOOMController.mm']",doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,7
175,f1f80640fbd9438da3aeaa74ef1b1c557f637273,Linux/scons: throw exception when curl configure or make fails,0,2011-12-04T17:53:02Z,5,5,10,[],[5],[5],[10],[u'modified'],[u'neo/sys/scons/SConscript.curl'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
176,8035fc11627f1739125066bee3951627adfce61e,"folly/Hash.h add a test to ensure different hashesSummary:""Wouldn't this test case still pass if the hash function didn't depend on the value?It would be nice to verify that different tuple values produce different hash values (or maybe there's another test that verifies that), especially since this is a tricky thing to get right.""I think there's not much chance of this failing since it's just leveraging hash_combine and that's already tested. But it's easy to add another sanity check, so here we are.Test Plan: runtestsReviewed By: tulloch@fb.comFB internal diff: D890448Blame Revision: D888796",0,2013-07-18T18:55:35Z,0,12,12,[],[12],[0],[12],[u'modified'],[u'folly/test/HashTest.cpp'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
177,b71e31a5fe51724cd9b05fbb4bbf87510f01e45f,tuple hashingSummary:Add hash support for std::tuple.See also D490478 (where a first attempt was made) and D543586 (where that attempt was deemed broken and removed).Test Plan: unit testReviewed By: chip@fb.comFB internal diff: D888796,0,2013-07-18T18:55:35Z,0,42,42,[],"[33, 9]","[0, 0]","[33, 9]","[u'modified', u'modified']","[u'folly/Hash.h', u'folly/test/HashTest.cpp']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,2
178,437da4e6b083e024a2eaeacd0fd1939573417156,Fixes for Rtools 3.1,0,2013-07-02T13:40:10Z,2,8,10,[],"[2, 6]","[1, 1]","[3, 7]","[u'modified', u'modified']","[u'NEWS', u'R/rtools.r']",devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,2
179,4d52244e5c3e3d7f8063cac42b484431ddc208af,Tweak rtools version,0,2013-07-02T13:09:26Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'R/rtools.r'],devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,1
180,7aaba8244b6a45411685fdb14c7e092832f27b7e,Add is.reactivevalues function,0,2013-08-05T19:02:50Z,1,22,23,[],"[1, 3, 18]","[0, 0, 1]","[1, 3, 19]","[u'modified', u'modified', u'modified']","[u'NAMESPACE', u'R/reactives.R', u'inst/tests/test-reactivity.r']",shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,3
181,8c45dcde88273b091e48d56048d3d6e397e7db3d,Merge pull request #205 from hadley/masterClass output of reactive.,0,2013-08-05T19:02:14Z,3,25,28,[],"[2, 15, 8]","[0, 2, 1]","[2, 17, 9]","[u'modified', u'modified', u'modified']","[u'NAMESPACE', u'R/reactives.R', u'man/reactive.Rd']",shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,3
182,c3888c1d54f74b70a74d5e93dc518db697c8b115,A bunch of changes.    - Provide language templatization for translation.    - Clean up wording in the process of creating language template.    - Consistent use of \widehat and \hat.    - Consistent capitalization.    - Remove 1-alpha description in Bayesian credible intervals.    - Fix a few spelling mistakes.,0,2011-07-19T22:15:57Z,817,771,1588,[],"[19, 4, 748, 0]","[0, 2, 749, 66]","[19, 6, 1497, 66]","[u'modified', u'modified', u'modified', u'removed']","[u'CHANGES', u'Makefile', u'cookbook.tex', u'lang-en.tex']",stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,4
183,8f820e1980e3beca3b44c741da248aa7f8794fae,Update .gitignore.,0,2011-07-19T22:15:19Z,0,1,1,[],[1],[0],[1],[u'modified'],[u'.gitignore'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
184,8ddc0697888ba9b19ddac412300880b7d4480b60,Switched website over to Skeleton,0,2011-07-24T14:51:59Z,472,3514,3986,[],"[1044, 55, 100, 101, 101, 2, 108, 7, 105, 6, 102, 3, 107, 7, 106, 5, 0, 0, 0, 0, 116, 15, 101, 1, 0, 0, 42, 16, 100, 0, 100, 0, 133, 32, 102, 2, 0, 336, 49, 64, 237, 104, 5]","[0, 0, 12, 15, 15, 4, 22, 8, 17, 6, 16, 5, 21, 9, 20, 7, 0, 0, 0, 0, 32, 21, 15, 3, 37, 19, 0, 0, 12, 0, 14, 2, 33, 20, 17, 5, 40, 0, 0, 0, 0, 18, 7]","[1044, 55, 112, 116, 116, 6, 130, 15, 122, 12, 118, 8, 128, 16, 126, 12, 0, 0, 0, 0, 148, 36, 116, 4, 37, 19, 42, 16, 112, 0, 114, 2, 166, 52, 119, 7, 40, 336, 49, 64, 237, 122, 12]","[u'added', u'added', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'added', u'added', u'added', u'added', u'modified', u'modified', u'modified', u'modified', u'removed', u'removed', u'added', u'added', u'modified', u'added', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'removed', u'added', u'added', u'added', u'added', u'modified', u'modified']","[u'PT_Logo.ai', u'website/404.html', u'website/README.html', u'website/TODO.html', u'website/architecture.html', u'website/architecture.markdown', u'website/changes.html', u'website/changes.markdown', u'website/configuring.html', u'website/configuring.markdown', u'website/contributing.html', u'website/contributing.markdown', u'website/file_formats.html', u'website/file_formats.markdown', u'website/getting_started.html', u'website/getting_started.markdown', u'website/images/apple-touch-icon-114x114.png', u'website/images/apple-touch-icon-72x72.png', u'website/images/apple-touch-icon.png', u'website/images/favicon.ico', u'website/index.html', u'website/index.markdown', u'website/installing.html', u'website/installing.markdown', u'website/intro.html', u'website/intro.markdown', u'website/javascripts/app.js', u'website/javascripts/jquery-1.5.1.min.js', u'website/layout.erb', u'website/logo.jpg', u'website/mailing_list.html', u'website/mailing_list.markdown', u'website/mastering.html', u'website/mastering.markdown', u'website/packages.html', u'website/packages.markdown', u'website/style.css', u'website/stylesheets/base.css', u'website/stylesheets/docs.css', u'website/stylesheets/layout.css', u'website/stylesheets/skeleton.css', u'website/updating.html', u'website/updating.markdown']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,43
185,847dc3b7526f0d1e29a7cbc6d183252a3eb2c7c4,remove import platform from SConscript.curl,0,2011-11-24T21:54:26Z,1,0,1,[],[0],[1],[1],[u'modified'],[u'neo/sys/scons/SConscript.curl'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
186,3bb47adf16e1f30cfbc3813cae9c27ad3b7acfa4,Just use -lz instead of providing path to libz.aThis is cleaner and more portable.,0,2011-11-24T20:49:54Z,5,2,7,[],"[1, 1]","[1, 4]","[2, 5]","[u'modified', u'modified']","[u'neo/sys/scons/SConscript.core', u'neo/sys/scons/SConscript.curl']",doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,2
187,982acaae2b98b489e407adc4db700530f98a52fb,OSX compat fixesSummary:fix OSX compat issuesGithub Author: Daniel Sloof <goapsychadelic@gmail.com>Test Plan: - compiledReviewed By: pt@fb.comFB internal diff: D877309,0,2013-07-18T18:55:35Z,6,1,7,[],"[0, 1, 0]","[4, 1, 1]","[4, 2, 1]","[u'modified', u'modified', u'modified']","[u'folly/Bits.h', u'folly/experimental/symbolizer/Dwarf.cpp', u'folly/io/RecordIO.cpp']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,3
188,de064c41969e21fe5fc0ee96cd7496aa999a8701,"Add initializer_list support to folly::joinSummary:Apparently the templates don't like to match the initlializerlist, so this needed to be added.  This allows for things like:auto s = join("":"", {val1, val2, val3, val4, val4});Test Plan: run testsReviewed By: andrei.alexandrescu@fb.comFB internal diff: D878032",0,2013-07-18T18:55:35Z,0,18,18,[],"[15, 3]","[0, 0]","[15, 3]","[u'modified', u'modified']","[u'folly/String.h', u'folly/test/StringTest.cpp']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,2
189,39196367f55c27f589da5905e1a649239f2e08a0,Update news about testthat,0,2013-07-02T12:58:28Z,1,2,3,[],[2],[1],[3],[u'modified'],[u'NEWS'],devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,1
190,f67fdb35f9373a68ece6176c7ac29889c6539444,Merge pull request #318 from hadley/hooksImplement load hooks,0,2013-07-02T12:58:00Z,98,151,249,[],"[3, 6, 54, 3, 0, 0, 21, 43, 2, 8, 11]","[0, 4, 46, 0, 23, 23, 0, 0, 2, 0, 0]","[3, 10, 100, 3, 23, 23, 21, 43, 4, 8, 11]","[u'modified', u'modified', u'modified', u'modified', u'removed', u'removed', u'added', u'modified', u'modified', u'added', u'added']","[u'NEWS', u'R/load.r', u'R/run-loadhooks.r', u'R/unload.r', u'man/run_onattach.Rd', u'man/run_onload.Rd', u'man/run_pkg_hook.Rd', u'tests/testthat/test-load-hooks.r', u'tests/testthat/test-metadata.r', u'tests/testthat/testHooks/DESCRIPTION', u'tests/testthat/testHooks/R/a.r']",devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,11
191,6c155b04b2202fc3c71b86f94d02bd7be273b1f2,Merge pull request #197 from wch/fix-styleAdd compatibility wrapper for getComputedStyle in IE8,0,2013-07-28T00:43:01Z,1,12,13,[],[12],[1],[13],[u'modified'],[u'inst/www/shared/shiny.js'],shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,1
192,cd8ad9a2ecf19828a87cd113b24edde078f870bf,Add compatibility wrapper for getComputedStyle in IE8,0,2013-07-28T00:41:56Z,1,12,13,[],[12],[1],[13],[u'modified'],[u'inst/www/shared/shiny.js'],shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,1
193,e90af7037be36ccf6e7eaa62ea00d8853732d6e3,Rename cheat sheet to cookbook.,0,2011-06-21T13:07:14Z,10,15,25,[],"[2, 2, 1, 0, 4, 6]","[2, 0, 1, 0, 4, 3]","[4, 2, 2, 0, 8, 9]","[u'modified', u'modified', u'modified', u'renamed', u'renamed', u'modified']","[u'.gitignore', u'CHANGES', u'Makefile', u'cookbook.bib', u'cookbook.tex', u'lang-en.tex']",stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,6
194,f71f1e7c3f0c95991039c0fe473d2a3614fb34bf,Add a changelog file.,0,2011-06-05T05:39:14Z,0,105,105,[],[105],[0],[105],[u'added'],[u'CHANGES'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
195,6179f5ad2c0fe6d2f69c2cbe43dfafc756799515,Basic ODBC support,0,2011-07-13T17:37:00Z,5,54,59,[],"[2, 0, 15, 8, 4, 9, 9, 7]","[1, 0, 3, 1, 0, 0, 0, 0]","[3, 0, 18, 9, 4, 9, 9, 7]","[u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified']","[u'ChangeLog', u'ProjectTemplate_0.3-6.tar.gz', u'R/sql.reader.R', u'TODO.markdown', u'man/sql.reader.Rd', u'website/TODO.html', u'website/changes.html', u'website/changes.markdown']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,8
196,87d583c3baabe2ee6c980c6ae93848d7b943bd53,Fix creating 32bit binaries on Linux/amd64,0,2011-11-23T20:17:49Z,2,6,8,[],[6],[2],[8],[u'modified'],[u'neo/sys/scons/SConscript.curl'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
197,15597777fc31d6d9fe0d48848e5c97b07e470b79,towards XCode 4 support - need those converted,0,2011-11-22T23:32:53Z,0,8587,8587,[],"[3804, 518, 3749, 516]","[0, 0, 0, 0]","[3804, 518, 3749, 516]","[u'added', u'added', u'added', u'added']","[u'neo/sys/osx/English.lproj/ASLCore.xib', u'neo/sys/osx/English.lproj/MainMenu.xib', u'neo/sys/osx/French.lproj/ASLCore.xib', u'neo/sys/osx/French.lproj/MainMenu.xib']",doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,4
198,b5a0a9f7095fea0ed4c1074c60ec4a747a98fcc6,"guard<Exception>() (redo)Summary:For handling exceptions from downstream operations.Now with cleaner build.Test Plan: Unit tests, including those outside `folly`.Reviewed By: marcelo.juchem@fb.comFB internal diff: D877795Blame Revision: https://phabricator.fb.com/D872581",0,2013-07-18T18:55:35Z,5,123,128,[],"[77, 14, 32]","[5, 0, 0]","[82, 14, 32]","[u'modified', u'modified', u'modified']","[u'folly/experimental/Gen-inl.h', u'folly/experimental/Gen.h', u'folly/experimental/test/GenTest.cpp']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,3
199,acd305a38177d7ce2853534330d542d640015440,Fix folly/FBString.h build errorSummary:Looks like D880140 left off this part when it was committed.This fixes the build.Test Plan: runtestsReviewed By: vini@fb.comFB internal diff: D881445,0,2013-07-18T18:55:35Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'folly/FBString.h'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
200,2302d45ad8d8ddff953711d209139e10b5c40881,Fix build breakage in hphpSummary:This should fix the build breakage in hphp caused by the latest fbstring changes (after being ported to engshare). Note that I'm flying blind here; I couldn't test with the hphp build because I don't have write access to engshare. @agallagher could you please make sure that this works after the fix?fbconfig -r hphp && fbmake dbgTest Plan: tested on follyReviewed By: tudorb@fb.comFB internal diff: D880140,0,2013-07-18T18:55:35Z,0,6,6,[],[6],[0],[6],[u'modified'],[u'folly/test/FBStringTest.cpp'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
201,1fc4ebb302cc50ba0f5f9cad73f1437a510e8e1d,Allow arbitrary build arguments.Fixes #317,0,2013-07-01T12:41:51Z,16,31,47,[],"[3, 13, 5, 6, 4]","[0, 7, 4, 1, 4]","[3, 20, 9, 7, 8]","[u'modified', u'modified', u'modified', u'modified', u'modified']","[u'NEWS', u'R/build.r', u'R/check.r', u'man/build.Rd', u'man/check.Rd']",devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,5
202,1ebdc0fb0ebbad423c16bec99ec784f4a1173c68,Merge pull request #319 from vitoshka/masterkeep source in load_all,0,2013-06-28T06:31:25Z,2,3,5,[],[3],[2],[5],[u'modified'],[u'R/source.r'],devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,1
203,40d822986e081df6d33375d6bba9e988e31af11c,keep.source in load_all,0,2013-06-27T16:05:46Z,2,3,5,[],[3],[2],[5],[u'modified'],[u'R/source.r'],devtools,hadley/devtools,False,False,17332,677,R,True,True,True,128,26,128,26,677,128,User,False,False,True,,,1
204,a5db7d0246c0929e96bf8615bc1738a5a451fdc0,Class output of reactive.Also add print method and test,0,2013-07-27T16:06:35Z,3,25,28,[],"[2, 15, 8]","[0, 2, 1]","[2, 17, 9]","[u'modified', u'modified', u'modified']","[u'NAMESPACE', u'R/reactives.R', u'man/reactive.Rd']",shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,3
205,b84b467b96ee682fb8de28f010f106444406e4fe,Added logging of start/stop flushing of reactives using a param provided via HTTP headers.,0,2013-07-24T21:40:24Z,0,10,10,[],[10],[0],[10],[u'modified'],[u'R/shiny.R'],shiny,rstudio/shiny,False,False,4778,363,JavaScript,True,True,True,79,71,79,71,363,79,Organization,False,False,True,bug,rstudio,1
206,07a495a6b780c2f4857b19f6318fb1dca5ffb3bc,Start w/ english language template.,0,2011-03-17T15:19:03Z,60,116,176,[],"[53, 0, 63]","[60, 0, 0]","[113, 0, 63]","[u'modified', u'renamed', u'added']","[u'cheatsheet.tex', u'figs/relationships.pdf', u'lang-en.tex']",stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,3
207,9382c04458ebdaa81dae205ba07cd756099c2762,Makefile w/ multi-language support.,0,2011-03-17T15:18:38Z,8,40,48,[],[40],[8],[48],[u'modified'],[u'Makefile'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
208,df78bdc8361f0f9048e0a6c8e66873e8aee1e4fc,Added PostgreSQL support,0,2011-07-13T16:30:12Z,510,750,1260,[],"[1, 7, 4, 0, 0, 30, 1, 23, 1, 12, 17, 16, 14, 9, 14, 26, 19, 19, 19, 19, 1, 21, 9, 19, 19, 19, 19, 19, 19, 9, 10, 9, 19, 25, 19, 9, 19, 9, 14, 19, 21, 19, 19, 19, 19, 2, 1, 2, 2, 0, 45, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 3, 0, 0, 1, 5, 2, 0, 13, 11, 13, 11, 8, 12, 20, 13, 13, 13, 13, 6, 14, 8, 13, 14, 13, 13, 13, 13, 8, 9, 8, 13, 14, 13, 8, 13, 8, 12, 13, 14, 13, 13, 13, 13, 0, 0, 1, 1, 0, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 7, 7, 0, 0, 31, 6, 25, 1, 25, 28, 29, 25, 17, 26, 46, 32, 32, 32, 32, 7, 35, 17, 32, 33, 32, 32, 32, 32, 17, 19, 17, 32, 39, 32, 17, 32, 17, 26, 32, 35, 32, 32, 32, 32, 2, 1, 3, 3, 0, 77, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[u'modified', u'modified', u'modified', u'removed', u'added', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'modified', u'added', u'modified', u'modified', u'modified', u'added', u'modified', u'modified', u'added', u'added', u'added', u'added', u'added', u'added', u'added', u'added', u'added']","[u'.gitignore', u'ChangeLog', u'DESCRIPTION', u'ProjectTemplate_0.3-5.tar.gz', u'ProjectTemplate_0.3-6.tar.gz', u'R/extensions.dispatch.table.R', u'R/spss.reader.R', u'R/sql.reader.R', u'TODO.markdown', u'man/ProjectTemplate.Rd', u'man/arff.reader.Rd', u'man/cache.Rd', u'man/cache.name.Rd', u'man/cache.project.Rd', u'man/clean.variable.name.Rd', u'man/create.project.Rd', u'man/csv.reader.Rd', u'man/db.reader.Rd', u'man/dbf.reader.Rd', u'man/epiinfo.reader.Rd', u'man/extensions.dispatch.table.Rd', u'man/file.reader.Rd', u'man/load.project.Rd', u'man/mp3.reader.Rd', u'man/mtp.reader.Rd', u'man/octave.reader.Rd', u'man/ppm.reader.Rd', u'man/r.reader.Rd', u'man/rdata.reader.Rd', u'man/reload.project.Rd', u'man/run.project.Rd', u'man/show.project.Rd', u'man/spss.reader.Rd', u'man/sql.reader.Rd', u'man/stata.reader.Rd', u'man/stub.tests.Rd', u'man/systat.reader.Rd', u'man/test.project.Rd', u'man/translate.dcf.Rd', u'man/tsv.reader.Rd', u'man/url.reader.Rd', u'man/wsv.reader.Rd', u'man/xls.reader.Rd', u'man/xlsx.reader.Rd', u'man/xport.reader.Rd', u'roxygenate.R', u'website/TODO.html', u'website/index.html', u'website/index.markdown', u'website/logging.jpg', u'website/mastering.html', u'website/mastering.markdown', u'website/mastering1.jpg', u'website/mastering2.jpg', u'website/mastering3.jpg', u'website/mastering4.jpg', u'website/mastering5.jpg', u'website/mastering6.jpg', u'website/mastering7.jpg', u'website/philapd.db.zip', u'website/unit_tests.jpg']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,61
